公司代碼,簡稱,TSE 產業別,TESG評等季度,環境構面分數,社會構面分數,公司治理構面分數,TESG分數,TESG等級
2547,日勝生       ,14,201612,68.34,74.81,43.13,59.44,B+    
2548,華固         ,14,201612,52.29,63.62,45.53,52.78,B     
2597,潤弘         ,14,201612,49.66,77.77,57.26,61.36,B+    
2601,益航         ,18,201612,40.26,60.93,49.77,52.65,B     
2603,長榮         ,15,201612,37.73,72.27,60.93,56.8,B+    
2605,新興         ,15,201612,34.17,49.72,41.26,41.44,C-    
2606,裕民         ,15,201612,42.39,59.13,52.14,51.04,B-    
2607,榮運         ,15,201612,54.5,69.65,56.53,59.69,B+    
2608,嘉里大榮     ,15,201612,45.6,55.73,61.16,54.61,B     
2609,陽明         ,15,201612,58.13,81.4,73.66,70.94,A+    
2610,華航         ,15,201612,47.25,72.51,62.32,60.45,B+    
2611,志信         ,15,201612,54.88,47.24,38.71,46.36,C     
2612,中航         ,15,201612,36.63,58.45,53.99,49.73,B-    
2613,中櫃         ,15,201612,57.89,51.64,38.71,48.6,B-    
2614,東森         ,20,201612,66.43,54.61,52.28,55.95,B     
2615,萬海         ,15,201612,47.34,69.01,53.76,56.13,B     
2616,山隆         ,23,201612,47.27,53.43,43.08,47.3,C     
2617,台航         ,15,201612,66.54,47.8,63.02,59.73,B+    
2618,長榮航       ,15,201612,57.96,71.2,59.08,62.24,A     
2630,亞航         ,15,201612,57,66.82,62.53,62.16,A     
2633,台灣高鐵     ,15,201612,53.98,69.6,61.39,61.4,B+    
2634,漢翔         ,15,201612,80.38,59.33,76.62,72.56,A+    
2636,台驊控股     ,15,201612,56.16,67.57,44.73,55.01,B     
2637,慧洋-KY      ,15,201612,36.63,61.75,63.83,54.52,B     
2642,宅配通       ,15,201612,55.25,34.97,50.75,47.61,C     
2701,萬企         ,16,201612,49.66,39.1,46.9,45.3,C     
2702,華園         ,16,201612,51.51,42.87,45.3,45.5,C     
2704,國賓         ,16,201612,62.05,69.59,54.79,63.49,A     
2705,六福         ,16,201612,51.51,46.93,44.61,47.24,C     
2706,第一店       ,16,201612,49.66,38.5,47.24,45.27,C     
2707,晶華         ,16,201612,69.48,67.4,42.8,60.48,B+    
2712,遠雄來       ,16,201612,34.05,52.3,73.92,54.77,B     
2722,夏都         ,16,201612,68.51,50.39,55.82,56.01,B     
2723,美食-KY      ,16,201612,44.26,42.59,47.46,44.57,C     
2727,王品         ,16,201612,47.49,62.11,68.79,59.59,B+    
2731,雄獅         ,16,201612,51.51,64.96,62.63,61.3,B+    
2739,寒舍         ,16,201612,68.84,65.55,64.27,65.89,A     
2748,雲品         ,16,201612,42.78,64.24,60.13,58.29,B+    
2801,彰銀         ,17,201612,76.4,82.29,54.42,67.51,A+    
2809,京城銀       ,17,201612,48.07,45.49,60.13,52.53,B     
2812,台中銀       ,17,201612,63.76,53.06,50.07,52.97,B     
2816,旺旺保       ,17,201612,60.3,61.97,64.2,56.9,B+    
2820,華票         ,17,201612,64.78,65.12,51.43,58.78,B+    
2832,台產         ,17,201612,62.74,54.81,38.11,48.08,C     
2834,臺企銀       ,17,201612,73.75,80.6,70.18,72.49,A+    
2836,高雄銀       ,17,201612,65.6,58.65,68.28,63.91,A     
2838,聯邦銀       ,17,201612,50.82,59.41,71.54,63.96,A     
2845,遠東銀       ,17,201612,45.22,48.52,57.68,52.34,B     
2849,安泰銀       ,17,201612,62.74,49.98,72.35,61.8,A     
2850,新產         ,17,201612,64.98,48.46,32.41,43.06,C-    
2851,中再保       ,17,201612,69.06,62.67,58.5,61.52,B+    
2852,第一保       ,17,201612,59.48,54.69,53.74,54.83,B     
2855,統一證       ,17,201612,36.04,72.1,49.52,57.39,B+    
2867,三商壽       ,17,201612,65.39,70.76,49.53,60.35,B+    
2880,華南金       ,17,201612,60.7,76,67.19,61.09,B+    
2881,富邦金       ,17,201612,64.58,56.15,68.55,54.87,B     
2882,國泰金       ,17,201612,78.74,55.97,60.67,60.36,B+    
2883,凱基金       ,17,201612,47.35,58.71,36.21,47,C     
2884,玉山金       ,17,201612,84.55,59.76,58.22,62.03,A     
2885,元大金       ,17,201612,80.98,56.32,56.59,53.36,B     
2886,兆豐金       ,17,201612,68.24,74.08,62.84,67.9,A+    
2887,台新金       ,17,201612,51.74,74.43,60.4,63.45,A     
2888,新光金       ,17,201612,58.56,51.2,53.74,53.25,B     
2889,國票金       ,17,201612,34.21,60.57,53.06,53.95,B     
2890,永豐金       ,17,201612,60.91,73.79,54.69,63.46,A     
2891,中信金       ,17,201612,79.96,55.68,53.74,57.7,B+    
2892,第一金       ,17,201612,76.19,61.45,69.64,66.09,A     
2897,王道銀行     ,17,201612,61.11,63.25,48.31,56.12,B     
2901,欣欣         ,18,201612,47.7,52.11,55.63,52.65,B     
2903,遠百         ,18,201612,64.54,63.76,58.21,61.74,A     
2904,匯僑         ,20,201612,49.66,63.41,54.09,55.69,B     
2905,三商         ,18,201612,58.97,66.98,40.7,53.14,B     
2906,高林         ,18,201612,47.7,50.49,43.01,47.05,C     
2908,特力         ,18,201612,52.18,72,67.65,66.54,A     
2910,統領         ,18,201612,47.7,45.07,48.7,46.98,C     
2911,麗嬰房       ,18,201612,47.7,36.38,42.59,40.95,C-    
2912,統一超       ,18,201612,65.45,66.04,59.96,64.03,A     
2913,農林         ,18,201612,66.25,65.17,41.64,56.2,B     
2915,潤泰全       ,18,201612,62.39,62.24,51.09,57.92,B+    
2923,鼎固-KY      ,14,201612,34.05,51.19,74.2,56.46,B     
2929,淘帝-KY      ,18,201612,47.7,42.92,65.26,52.54,B     
3002,歐格         ,25,201612,45.27,59.07,65.73,58.29,B+    
3003,健和興       ,28,201612,66.16,57.7,56.34,59.21,B+    
3004,豐達科       ,10,201612,43.23,61.05,47.47,50.27,B-    
3005,神基         ,25,201612,54.37,60.82,34.21,49.16,B-    
3006,晶豪科       ,24,201612,69.96,56.84,56.88,60,B+    
3008,大立光       ,26,201612,58.06,58.58,48.63,54.68,B     
3010,華立         ,29,201612,53.13,54.26,39.76,48.48,B-    
3011,今皓         ,28,201612,54.75,40.19,57.56,51.51,B-    
3013,晟銘電       ,25,201612,56.7,65.41,43.43,54.97,B     
3014,聯陽         ,24,201612,45.27,56.78,59.73,55.13,B     
3015,全漢         ,28,201612,69.28,55.19,56.48,59.93,B+    
3016,嘉晶         ,24,201612,58.18,65.19,48,56.98,B+    
3017,奇鋐         ,25,201612,73.31,52.03,53.75,57.79,B+    
3018,隆銘綠能     ,31,201612,49.66,43.72,59.91,52.28,B     
3019,亞光         ,26,201612,53.13,43.55,68.12,55.19,B     
3021,鴻名         ,28,201612,45.27,40.29,45.98,43.65,C-    
3022,威強電       ,25,201612,61.97,69.44,52.42,61.18,B+    
3023,信邦         ,28,201612,76.35,53.85,61.93,62.32,A     
3024,憶聲         ,26,201612,52.36,56.58,58.03,56.34,B     
3025,星通         ,27,201612,45.27,55.26,41.11,47.48,C     
3026,禾伸堂       ,28,201612,58.89,64.3,52.65,58.57,B+    
3027,盛達         ,27,201612,53.13,50.86,35.22,45.46,C     
3028,增你強       ,29,201612,64.17,49.65,59.96,57.05,B+    
3029,零壹         ,30,201612,45.27,50.2,48.26,48.28,C     
3030,德律         ,31,201612,51.52,50.68,54.85,52.6,B     
3031,佰鴻         ,26,201612,53.13,57.35,44.91,51.61,B-    
3032,偉訓         ,28,201612,53.13,52.47,55.21,53.67,B     
3033,威健         ,29,201612,64.28,53.53,59.25,58.28,B+    
3034,聯詠         ,24,201612,54.06,66.48,62.7,62.06,A     
3035,智原         ,24,201612,60.25,52,46.2,51.78,B-    
3036,文曄         ,29,201612,64.34,58.5,53.75,58.1,B+    
3037,欣興         ,28,201612,45.48,57.44,53.29,52.99,B     
3038,全台         ,26,201612,56.96,60.8,58.9,59.15,B+    
3040,遠見         ,20,201612,59.03,49.35,42.45,49,B-    
3041,揚智         ,24,201612,60.35,52.7,67.22,60.05,B+    
3042,晶技         ,28,201612,83.48,78.93,54.22,70.63,A+    
3043,科風         ,31,201612,43.23,46.42,27.71,37.98,C-    
3044,健鼎         ,28,201612,53.18,56.91,62.76,58.24,B+    
3045,台灣大       ,27,201612,61.31,81.4,63.05,69.6,A+    
3046,建碁         ,25,201612,50.28,55,48.37,51.35,B-    
3047,訊舟         ,27,201612,45.27,51.42,54.27,51.03,B-    
3048,益登         ,29,201612,55.03,52.72,55.05,54.16,B     
3049,精金         ,26,201612,53.34,61.77,45.89,53.71,B     
3050,鈺德         ,26,201612,54.54,61.33,42.49,52.54,B     
3051,力特         ,26,201612,45.27,51.07,46.27,47.85,C     
3052,夆典         ,14,201612,49.66,49.58,34.22,43,C-    
3054,立萬利       ,02,201612,45.27,45.1,37.12,42.11,C-    
3055,蔚華科       ,29,201612,45.27,55.88,42.86,48.38,B-    
3056,富華新       ,14,201612,49.66,51.31,50.24,50.4,B-    
3057,喬鼎         ,25,201612,72.92,56.53,63.25,63.02,A     
3058,立德         ,28,201612,48.41,41.24,41.72,43.58,C-    
3059,華晶科       ,26,201612,61.78,55.31,43.42,52.34,B     
3060,銘異         ,25,201612,80.26,50.08,55.28,59.3,B+    
3062,建漢         ,27,201612,61.84,64.19,42.61,55.43,B     
3090,日電貿       ,28,201612,64,48.57,54.68,54.59,B     
3092,鴻碩         ,28,201612,59.32,63.37,61.59,61.44,B+    
3094,聯傑         ,24,201612,58.93,67.91,58.21,62.07,A     
3130,一零四       ,36,201612,59.21,79.37,65.36,69.21,A+    
3138,耀登         ,27,201612,53.13,55.59,56.09,55.19,B     
3149,正達         ,26,201612,53.13,50.57,61,55.15,B     
3164,景岳         ,22,201612,47.43,60.53,42.82,53.04,B     
3167,大量         ,05,201612,57.96,48.95,69.63,59.93,B+    
3168,眾福科       ,26,201612,53.13,50.37,57.81,53.86,B     
3189,景碩         ,24,201612,56.7,57.25,62.05,58.94,B+    
3209,全科         ,29,201612,45.27,52.33,58.09,52.82,B     
3229,晟鈦         ,28,201612,45.27,46.94,69.7,55.19,B     
3231,緯創         ,25,201612,76.37,66,74.36,71.66,A+    
3257,虹冠電       ,24,201612,58.61,58.59,52,56.09,B     
3266,昇陽         ,14,201612,49.66,52.72,61.96,55.87,B     
3296,勝德         ,28,201612,43.23,49.4,52.52,48.8,B-    
3305,昇貿         ,31,201612,69.44,62.46,46.85,58.31,B+    
3308,聯德         ,28,201612,43.23,49.73,46.18,46.36,C     
3311,閎暉         ,27,201612,66.85,48.41,45.8,51.84,B-    
3312,弘憶股       ,29,201612,45.27,47.02,61.09,51.94,B-    
3321,同泰         ,28,201612,53.13,42.11,51.65,48.38,B-    
3338,泰碩         ,28,201612,43.23,39.8,41.14,41.37,C-    
3346,麗清         ,12,201612,45.27,44.15,48.69,46.15,C     
3356,奇偶         ,26,201612,43.23,42.95,48.41,45.22,C     
3376,新日興       ,28,201612,60.19,62.05,46.7,55.35,B     
3380,明泰         ,27,201612,53.7,61.26,37.33,50.35,B-    
3406,玉晶光       ,26,201612,53.13,45.14,42.64,46.11,C     
3413,京鼎         ,24,201612,63.02,60.49,47.36,56.11,B     
3416,融程電       ,25,201612,82.76,63.39,53.55,64.3,A     
3419,譁裕         ,27,201612,53.13,48.62,49.79,50.15,B-    
3432,台端         ,28,201612,43.23,46.87,60.05,51.05,B-    
3437,榮創         ,26,201612,59.12,52.54,60.31,57.07,B+    
3443,創意         ,24,201612,61.17,58.68,64.57,61.51,B+    
3447,展達         ,27,201612,45.27,46.45,47.39,46.52,C     
3450,聯鈞         ,24,201612,45.27,44.92,60.55,50.94,B-    
3454,晶睿         ,26,201612,81.67,57.13,40.72,57.93,B+    
3481,群創         ,26,201612,53.87,61.88,53.63,56.82,B+    
3494,誠研         ,25,201612,52.98,61.34,56.11,57.71,B+    
3501,維熹         ,28,201612,54.75,45.93,42.12,47.05,C     
3504,揚明光       ,26,201612,61.25,57.7,62.15,60.24,B+    
3515,華擎         ,25,201612,63.71,54.08,61.4,59.17,B+    
3518,柏騰         ,31,201612,43.23,46.9,58.22,50.33,B-    
3528,安馳         ,29,201612,45.27,53.74,65.12,56.03,B     
3530,晶相光       ,24,201612,45.27,57.47,42.33,48.79,B-    
3532,台勝科       ,24,201612,41.34,66.61,59.54,57.86,B+    
3533,嘉澤         ,28,201612,58.61,60,54.75,57.67,B+    
3535,晶彩科       ,26,201612,58.01,50.46,41.96,49.33,B-    
3543,州巧         ,26,201612,45.27,49.4,58.48,51.86,B-    
3545,敦泰         ,24,201612,71.12,64.53,40.71,57.06,B+    
3550,聯穎         ,28,201612,54.75,59.05,62.92,59.31,B+    
3557,嘉威         ,38,201612,47.7,51.69,40.56,46.59,C     
3563,牧德         ,26,201612,59.19,43.29,77.86,61.89,A     
3576,聯合再生     ,26,201612,66.49,65.75,50.54,60.56,B+    
3583,辛耘         ,24,201612,58.65,60.65,68.25,63.05,A     
3588,通嘉         ,24,201612,53.13,56.16,44.05,50.83,B-    
3591,艾笛森       ,26,201612,67.89,49.26,51.04,54.41,B     
3592,瑞鼎         ,24,201612,53.13,63.3,56.94,58.44,B+    
3593,力銘         ,28,201612,66.09,42.09,43.56,48.41,B-    
3596,智易         ,27,201612,68.36,74.18,52.11,64.4,A     
3605,宏致         ,28,201612,68.95,60.51,49.05,58.18,B+    
3607,谷崧         ,28,201612,53.13,43.99,75.08,58,B+    
3617,碩天         ,31,201612,45.27,52.06,53.52,50.98,B-    
3622,洋華         ,26,201612,58.83,53.19,50.81,53.64,B     
3645,達邁         ,28,201612,53.58,64.14,46.84,55.03,B     
3652,精聯         ,25,201612,45.27,53.94,61.78,54.84,B     
3653,健策         ,28,201612,58.37,51.67,65.09,58.38,B+    
3661,世芯-KY      ,24,201612,45.27,52.95,67.1,56.48,B     
3665,貿聯-KY      ,31,201612,66.41,55.61,58.81,59.42,B+    
3669,圓展         ,27,201612,79.97,65.59,44.96,61.2,B+    
3673,TPK-KY       ,26,201612,53.13,54.38,47.36,51.41,B-    
3679,新至陞       ,28,201612,56.07,44.97,56.26,51.92,B-    
3686,達能         ,24,201612,70.45,65.44,69.69,68.93,A+    
3694,海華         ,27,201612,45.27,60.54,47.64,51.97,B-    
3701,大眾控       ,25,201612,45.27,45.84,42.55,44.45,C     
3702,大聯大       ,29,201612,64.29,64.85,70.67,66.93,A     
3703,欣陸         ,14,201612,65.13,66.71,49.3,58.8,B+    
3704,合勤控       ,27,201612,83.36,62.68,38.27,58.37,B+    
3705,永信         ,22,201612,50.56,55.18,46.99,51.97,B-    
3706,神達         ,25,201612,67.38,65.65,36.92,55.15,B     
4104,佳醫         ,22,201612,62.4,46.79,58.84,53.1,B     
4106,雃博         ,22,201612,65.23,61.68,62.49,62.56,A     
4108,懷特         ,22,201612,37.69,63.56,44.94,53.51,B     
4119,旭富         ,22,201612,73.32,69.86,53.94,65.86,A     
4133,亞諾法       ,22,201612,50.56,61.62,44.21,54.58,B     
4137,麗豐-KY      ,22,201612,52.36,53.23,51.21,52.27,B     
4142,國光生       ,22,201612,50.56,48.31,48.32,48.72,B-    
4155,訊映         ,22,201612,61.61,64.83,53.28,60.9,B+    
4164,承業醫       ,22,201612,66.02,55.94,65.13,60.42,B+    
4190,佐登-KY      ,22,201612,47.7,52.07,53.18,51.67,B-    
4306,炎洲         ,03,201612,52.8,55.9,38.46,48,C     
4414,如興         ,04,201612,64.09,44.9,43.79,48.12,C     
4426,利勤         ,04,201612,52.36,51.03,57.19,53.69,B     
4438,廣越         ,04,201612,47.7,45.65,42.42,44.78,C     
4526,東台         ,05,201612,69.57,65.36,46.27,58.99,B+    
4532,瑞智         ,05,201612,70.05,66.54,59.7,64.86,A     
4536,拓凱         ,37,201612,58.79,68.91,68.37,66.78,A     
4540,全球傳動     ,05,201612,59.29,45.34,60.44,55.56,B     
4545,銘鈺         ,28,201612,71.79,46.16,51.28,55.9,B     
4551,智伸科       ,12,201612,54.97,49.08,49.13,50.98,B-    
4552,力達-KY      ,05,201612,50.51,39.49,62.07,51.83,B-    
4555,氣立         ,05,201612,43.23,55.72,52.44,50.66,B-    
4557,永新-KY      ,12,201612,54.97,42.11,58.85,52.75,B     
4562,穎漢         ,05,201612,43.23,39.47,58.11,48.06,C     
4720,德淵         ,21,201612,70.73,69.52,54.65,63.94,A     
4722,國精化       ,21,201612,56.78,49.7,69.91,59.91,B+    
4736,泰博         ,22,201612,50.56,54.93,47.21,51.91,B-    
4737,華廣         ,22,201612,50.56,51.3,40.26,47.97,C     
4739,康普         ,21,201612,66.68,66.99,56.75,62.8,A     
4746,台耀         ,22,201612,50.56,56.2,46.26,52.3,B     
4755,三福化       ,21,201612,55.86,52.88,65.6,58.86,B+    
4763,材料-KY      ,21,201612,46.93,45.24,47.09,46.48,C     
4904,遠傳         ,27,201612,59.01,77.43,57.3,65.36,A     
4906,正文         ,27,201612,59.62,64.01,40.03,53.84,B     
4912,聯德控股-KY  ,28,201612,54.75,58.29,51.31,54.43,B     
4915,致伸         ,28,201612,61.43,62.67,65.79,63.56,A     
4916,事欣科       ,25,201612,61.88,44.88,48.4,50.3,B-    
4919,新唐         ,24,201612,54.25,66.4,59.69,60.93,B+    
4927,泰鼎-KY      ,28,201612,41.43,45.56,57.76,49.21,B-    
4930,燦星網       ,06,201612,47.7,40.68,45.35,43.84,C-    
4934,太極         ,26,201612,50.03,57.97,41.17,48.83,B-    
4935,茂林-KY      ,26,201612,45.27,40.4,61.03,49.41,B-    
4938,和碩         ,25,201612,74.81,66.66,72.84,70.96,A+    
4942,嘉彰         ,26,201612,62.51,61.76,53.79,58.8,B+    
4943,康控-KY      ,28,201612,53.13,42.33,61.73,52.29,B     
4949,有成精密     ,26,201612,50.03,55.42,48.02,50.66,B-    
4952,凌通         ,24,201612,61.47,58.23,52.42,56.8,B+    
4956,光鋐         ,26,201612,53.13,49,37.2,45.51,C     
4958,臻鼎-KY      ,28,201612,46.12,42.22,66.44,52.36,B     
4960,誠美材       ,26,201612,64.88,62.95,65.55,64.4,A     
4961,天鈺         ,24,201612,63.48,67.05,59.99,63.51,A     
4967,十銓         ,24,201612,53.13,47.36,56.83,52.34,B     
4968,立積         ,24,201612,45.27,55.81,60.29,54.98,B     
4976,佳凌         ,26,201612,53.95,43.21,40.83,44.88,C     
4977,眾達-KY      ,27,201612,45.27,40.11,70.5,52.9,B     
4989,榮科         ,28,201612,60.87,65.28,56.69,60.96,B+    
4994,傳奇         ,30,201612,45.27,48.98,66.76,54.84,B     
4999,鑫禾         ,28,201612,45.27,42.94,46.44,44.83,C     
5007,三星         ,10,201612,59.62,61.97,68.89,63.54,A     
5203,訊連         ,30,201612,53.39,54.44,61.96,57.05,B+    
5215,科嘉-KY      ,25,201612,45.27,40.68,50.65,45.57,C     
5222,全訊         ,24,201612,45.27,51.4,53.92,50.88,B-    
5225,東科-KY      ,31,201612,53.13,45.77,54.51,50.86,B-    
5234,達興材料     ,26,201612,72.24,65.63,57.9,64.28,A     
5243,乙盛-KY      ,26,201612,53.13,50.11,46.41,49.42,B-    
5244,弘凱         ,26,201612,53.13,47.13,49.48,49.46,B-    
5258,虹堡         ,25,201612,45.27,44.41,50.42,46.9,C     
5269,祥碩         ,24,201612,45.27,58.53,61.82,56.6,B+    
5283,禾聯碩       ,06,201612,47.7,46.31,58.38,51.28,B-    
5284,jpp-KY       ,20,201612,53.13,42.32,76.37,57.85,B+    
5285,界霖         ,24,201612,59.83,51.88,71.65,61.3,B+    
5288,豐祥-KY      ,05,201612,64.92,65.38,71.81,67.74,A+    
5306,桂盟         ,37,201612,67.37,49.74,62.21,57.96,B+    
5388,中磊         ,27,201612,59.89,53.41,61.07,57.88,B+    
5434,崇越         ,29,201612,63.9,65.79,53.55,60.69,B+    
5469,瀚宇博       ,28,201612,60.25,51.48,48.31,52.38,B     
5471,松翰         ,24,201612,70.48,65.05,64.32,66.08,A     
5484,慧友         ,26,201612,54.75,58.21,54.46,55.67,B     
5515,建國         ,14,201612,69.11,70.74,29.77,52.68,B     
5519,隆大         ,14,201612,49.66,60.31,51.18,53.51,B     
5521,工信         ,14,201612,59.74,69.05,62.22,63.6,A     
5522,遠雄         ,14,201612,70.27,71.6,41.76,55.54,B     
5525,順天         ,14,201612,49.66,67.14,44.16,52.54,B     
5531,鄉林         ,14,201612,67.96,61.64,56.32,61.06,B+    
5533,皇鼎         ,14,201612,49.66,50.83,57.68,53.46,B     
5534,長虹         ,14,201612,49.66,53.73,52.72,52.2,B-    
5538,東明-KY      ,10,201612,37.86,42.08,64.25,48.41,B-    
5607,遠雄港       ,15,201612,49.66,47.79,62.82,54.76,B     
5608,四維航       ,15,201612,35.94,45.55,53.29,45.5,C     
5706,鳳凰         ,16,201612,51.51,66.28,58.49,60.69,B+    
5871,中租-KY      ,20,201612,73.34,58.13,58.09,59.94,B+    
5876,上海商銀     ,17,201612,48.27,57.25,37.43,47.06,C     
5880,合庫金       ,17,201612,45.62,59.58,51.7,54.28,B     
5906,台南-KY      ,18,201612,47.7,36.54,59.22,47.51,C     
5907,大洋-KY      ,18,201612,47.7,43.25,52.52,47.71,C     
6005,群益證       ,17,201612,34.21,61.5,59.31,57.22,B+    
6024,群益期       ,17,201612,61.11,35.88,53.06,46.81,C     
6108,競國         ,28,201612,78.33,43.67,58.27,57.54,B+    
6112,邁達特       ,30,201612,63.72,54.02,49.26,54.54,B     
6115,鎰勝         ,28,201612,70.37,55.07,55.62,59.88,B+    
6116,彩晶         ,26,201612,41.34,62.39,36.83,47.62,C     
